Open,High,Low,Close,Time
885.092,905.5,877.549,898.38,1483747320.0
898.46,900.0,819.2339999999999,842.47,1483762020.0
842.47,855.0,804.0,831.742,1483776360.0
835.935,899.997,815.012,894.41,1483790760.0
895.568,905.6,860.888,903.655,1483805220.0
900.567,909.0,879.675,886.0,1483819620.0
885.97,912.668,876.455,909.435,1483833960.0
907.081,923.995,895.6189999999999,922.4069999999999,1483848420.0
920.48,939.998,920.47,935.7639999999999,1483862640.0
926.8,937.2510000000001,911.01,919.304,1483877220.0
917.22,931.15,894.0,906.2,1483891620.0
906.2,915.337,890.0,907.951,1483905960.0
908.31,921.0,901.941,916.819,1483920240.0
913.612,915.965,878.0,891.068,1483934760.0
891.06,901.0,883.051,889.857,1483948980.0
887.0319999999999,913.552,880.612,911.35,1483963620.0
911.35,911.904,899.189,899.189,1483978020.0
899.189,904.1080000000001,887.132,900.01,1483992360.0
900.08,909.9939999999999,892.3710000000001,905.01,1484006820.0
905.01,916.0,902.51,905.57,1484021160.0
905.56,913.925,898.1,906.65,1484035500.0
906.5210000000001,916.687,904.43,908.28,1484049780.0
905.9580000000001,912.404,901.5,908.0,1484064360.0
904.25,908.0,901.541,905.26,1484078700.0
907.7460000000001,913.0,904.61,909.5169999999999,1484092740.0
909.9989999999999,914.9739999999999,907.0039999999999,911.03,1484107500.0
911.28,924.59,911.16,917.02,1484121960.0
917.2310000000001,918.8,825.0,826.25,1484136420.0
827.077,865.4839999999999,797.0,806.505,1484150760.0
806.5,820.0,765.432,798.831,1484165220.0
799.171,808.82,778.002,778.003,1484179620.0
780.0,794.9789999999999,763.77,792.0,1484193960.0
791.4889999999999,792.01,756.0010000000001,760.303,1484208420.0
761.0,788.0,760.303,771.8889999999999,1484222460.0
769.75,809.9989999999999,769.75,806.0,1484237220.0
804.242,824.823,800.1110000000001,824.823,1484251620.0
824.816,837.9989999999999,798.341,809.7739999999999,1484266020.0
809.7739999999999,819.975,785.7689999999999,789.688,1484280420.0
788.2639999999999,799.5939999999999,776.81,796.668,1484294820.0
797.539,814.0139999999999,790.01,810.293,1484309040.0
810.299,829.4639999999999,798.002,826.0,1484323620.0
826.0,839.0,823.5110000000001,831.38,1484338020.0
831.38,838.0,823.9989999999999,835.495,1484352240.0
836.0,846.946,823.39,826.529,1484366700.0
831.42,837.868,825.0,826.0089999999999,1484381100.0
829.61,843.928,826.5060000000001,839.191,1484395560.0
840.87,846.946,830.5110000000001,838.591,1484410020.0
838.592,844.063,831.0010000000001,831.0010000000001,1484424240.0
834.99,835.93,811.0,824.33,1484438820.0
824.013,828.4630000000001,819.0210000000001,823.997,1484453220.0
823.93,826.7180000000001,811.93,820.0980000000001,1484467620.0
820.0980000000001,826.4069999999999,815.8510000000001,823.3910000000001,1484481960.0
823.3910000000001,828.425,819.98,824.015,1484496180.0
822.11,825.97,813.2339999999999,818.6060000000001,1484510820.0
818.6060000000001,833.0,816.7,830.7819999999999,1484525160.0
826.89,840.6,822.145,834.928,1484539380.0
833.217,838.155,830.7,834.064,1484554020.0
831.566,836.512,822.206,823.88,1484568360.0
825.0,838.8889999999999,824.6410000000001,835.197,1484582820.0
835.197,837.0,832.201,836.53,1484597040.0
834.51,840.0,830.0,833.0,1484611620.0
832.98,856.0,832.98,855.9989999999999,1484626020.0
854.39,894.0,854.39,887.95,1484640420.0
887.95,900.01,878.429,885.0060000000001,1484654820.0
885.148,894.2239999999999,880.01,884.683,1484669100.0
886.1610000000001,920.0,884.683,914.4680000000001,1484683620.0
914.45,914.8760000000001,896.8430000000001,911.0,1484698020.0
909.73,917.0,886.23,896.0,1484712360.0
896.054,907.173,892.21,898.7669999999999,1484726580.0
896.9010000000001,905.7339999999999,890.0,900.172,1484740860.0
903.2189999999999,904.431,852.1110000000001,885.307,1484755620.0
881.023,885.307,867.2610000000001,872.084,1484769960.0
872.084,902.55,872.084,900.005,1484784420.0
900.0110000000001,907.0,888.0,893.895,1484798340.0
893.895,899.077,889.53,897.74,1484813220.0
897.7280000000001,901.997,889.6510000000001,896.29,1484827560.0
896.1389999999999,898.703,892.659,897.317,1484842020.0
897.33,905.0,895.7289999999999,903.02,1484856360.0
903.72,909.0,890.0169999999999,900.25,1484870820.0
904.0,905.743,895.5419999999999,900.278,1484885220.0
900.2669999999999,900.278,888.0,895.426,1484899440.0
894.1610000000001,896.3389999999999,885.0,890.77,1484913900.0
890.77,902.0,890.77,900.2689999999999,1484928420.0
900.2689999999999,907.1039999999999,900.0,904.2660000000001,1484942820.0
904.2660000000001,905.0,893.0,896.5,1484957160.0
897.0,927.7489999999999,896.5,926.7460000000001,1484971560.0
926.72,926.72,914.0010000000001,919.89,1484986020.0
919.8989999999999,927.9989999999999,914.623,926.02,1485000420.0
926.02,928.081,919.9110000000001,923.572,1485014820.0
923.572,923.6260000000001,915.0,920.715,1485029160.0
920.6389999999999,926.9010000000001,919.17,925.298,1485043620.0
925.298,939.91,924.237,937.59,1485058020.0
937.59,939.91,926.97,937.28,1485072420.0
937.28,939.1339999999999,922.0010000000001,927.215,1485086640.0
925.528,925.5369999999999,888.0,913.1489999999999,1485101220.0
913.1469999999999,922.47,911.5369999999999,917.7860000000001,1485115620.0
917.7860000000001,925.74,917.7860000000001,924.53,1485129960.0
925.27,926.7189999999999,912.622,921.7389999999999,1485144420.0
921.2139999999999,923.9989999999999,918.2410000000001,920.002,1485158820.0
919.961,927.065,918.3530000000001,920.8380000000001,1485173220.0
925.525,929.92,920.15,921.93,1485187620.0
922.1,925.0,916.56,920.17,1485201600.0
919.9,925.829,903.3,906.5,1485216420.0
906.1489999999999,930.0,891.9780000000001,928.113,1485230820.0
927.9989999999999,928.113,915.99,918.0,1485245220.0
918.0,920.0239999999999,898.23,908.06,1485259620.0
908.05,914.998,903.0,907.7,1485274020.0
905.17,912.0,905.15,907.0,1485288300.0
905.084,906.452,882.576,886.9580000000001,1485302820.0
886.9580000000001,900.311,886.9580000000001,898.758,1485317220.0
898.758,899.472,892.248,898.0989999999999,1485331440.0
896.1110000000001,903.325,890.67,898.1060000000001,1485345960.0
898.065,899.0,888.0,894.7330000000001,1485360300.0
894.5,898.529,890.7410000000001,895.3989999999999,1485374700.0
895.454,898.3989999999999,893.72,898.3989999999999,1485389040.0
898.3689999999999,904.982,897.0,900.0,1485403620.0
900.0210000000001,902.4839999999999,895.543,898.1619999999999,1485417780.0
899.4760000000001,907.7689999999999,899.4760000000001,906.75,1485432420.0
906.7189999999999,921.78,904.0310000000001,920.22,1485446760.0
918.9939999999999,919.9989999999999,910.5039999999999,916.13,1485461100.0
916.0,918.995,912.75,915.0260000000001,1485475620.0
915.582,919.8,910.752,914.3489999999999,1485489660.0
910.75,918.645,910.0,915.7560000000001,1485504420.0
915.7,918.7689999999999,913.92,918.7689999999999,1485518820.0
918.551,925.0,916.311,924.5039999999999,1485533040.0
924.0,925.0,920.3,921.0,1485547500.0
921.0,924.436,920.6,921.5,1485561960.0
921.5,923.63,920.0,920.0,1485576060.0
920.0,920.8,919.0,919.002,1485590700.0
920.8,921.0,919.0110000000001,921.0,1485605040.0
920.9989999999999,921.0,917.01,920.4,1485619500.0
917.925,921.753,917.613,921.545,1485633600.0
921.7510000000001,922.9960000000001,918.3589999999999,920.7489999999999,1485648240.0
920.0,922.9789999999999,918.1389999999999,918.7610000000001,1485662760.0
922.257,923.76,918.77,921.148,1485676920.0
919.868,922.0,919.868,919.993,1485691380.0
919.99,921.9789999999999,919.0,919.0,1485705840.0
919.4789999999999,919.48,915.702,917.74,1485720420.0
